Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Maximilian Eggestein,de GER,MF,Werder Bremen,24,1996,3,3,270,3.0,1,0,1,0,1,1,1,0,0.8,0.0,0.0,0.1,4,19,3,0.33,0.00,0.33,0.00,0.00,0.28,0.01,0.29,0.01,0.02
Kevin Ehlers,de GER,DF,Dresden,20,2001,9,8,731,8.1,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,3,18,4,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Jan Elvedi,ch SUI,DF,Jahn R'burg,24,1996,23,17,"1,544",17.2,0,1,1,0,0,0,1,0,0.6,0.6,1.7,2.3,8,38,1,0.00,0.06,0.06,0.00,0.06,0.04,0.10,0.14,0.04,0.14
Lawrence Ennali,de GER,"FW,MF",Hannover 96,19,2002,8,0,107,1.2,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.4,4,1,10,0.00,0.00,0.00,0.00,0.00,0.32,0.04,0.36,0.32,0.36
Sebastian Ernst,de GER,MF,Hannover 96,26,1995,18,14,"1,257",14.0,1,2,3,1,0,0,5,0,0.6,0.6,1.8,2.4,38,91,58,0.07,0.14,0.21,0.07,0.21,0.04,0.13,0.17,0.04,0.17
Patrick Erras,de GER,"MF,DF",Holstein Kiel,26,1995,19,7,752,8.4,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.5,3,33,10,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06
Alexander Esswein,de GER,"FW,MF",Sandhausen,31,1990,25,14,"1,288",14.3,2,0,2,2,0,0,4,0,2.4,2.4,1.3,3.7,26,43,88,0.14,0.00,0.14,0.14,0.14,0.17,0.09,0.26,0.17,0.26
Konrad Faber,de GER,"DF,FW",Jahn R'burg,23,1997,27,17,"1,585",17.6,0,3,3,0,0,0,0,0,1.1,1.1,1.5,2.6,68,58,76,0.00,0.17,0.17,0.00,0.17,0.06,0.08,0.14,0.06,0.14
Ralf Fährmann,de GER,GK,Schalke 04,32,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Simon Falette,gn GUI,DF,Hannover 96,29,1992,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,7,0,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
Clemens Fandrich,de GER,MF,Erzgebirge Aue,30,1991,26,23,"2,054",22.8,0,1,1,0,0,0,5,1,0.8,0.8,2.1,2.9,19,84,30,0.00,0.04,0.04,0.00,0.04,0.04,0.09,0.13,0.04,0.13
Kilian Fischer,de GER,DF,Nürnberg,20,2000,20,10,938,10.4,0,1,1,0,0,0,1,0,0.4,0.4,1.4,1.9,25,43,45,0.00,0.10,0.10,0.00,0.10,0.04,0.14,0.18,0.04,0.18
Florian Flick,de GER,MF,Schalke 04,21,2000,27,15,"1,404",15.6,0,1,1,0,0,0,4,0,1.1,1.1,0.5,1.6,13,68,26,0.00,0.06,0.06,0.00,0.06,0.07,0.03,0.10,0.07,0.10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonas Föhrenbach,de GER,DF,Heidenheim,25,1996,25,22,"1,853",20.6,0,1,1,0,0,0,4,0,0.4,0.4,1.5,1.9,53,85,82,0.00,0.05,0.05,0.00,0.05,0.02,0.07,0.09,0.02,0.09
Martin Fraisl,at AUT,GK,Schalke 04,28,1993,26,26,"2,340",26.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dominik Franke,de GER,DF,Ingolstadt 04,22,1998,27,24,"2,143",23.8,0,2,2,0,0,0,7,0,0.2,0.2,2.3,2.5,27,64,64,0.00,0.08,0.08,0.00,0.08,0.01,0.10,0.10,0.01,0.10
Marcel Franke,de GER,DF,Hannover 96,28,1993,28,28,"2,483",27.6,0,0,0,0,0,0,2,0,1.1,1.1,0.2,1.3,5,90,2,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Mike Frantz,de GER,"MF,DF",Hannover 96,34,1986,8,4,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05
Marco Friedl,at AUT,DF,Werder Bremen,23,1998,27,27,"2,372",26.4,4,3,7,4,0,0,9,0,2.3,2.3,2.5,4.7,36,135,13,0.15,0.11,0.27,0.15,0.27,0.09,0.09,0.18,0.09,0.18
Hólmbert Friðjónsson,is ISL,"FW,MF",Holstein Kiel,28,1993,4,0,87,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.2,1,0,6,0.00,0.00,0.00,0.00,0.00,0.13,0.04,0.17,0.13,0.17
Lukas Fröde,de GER,MF,Karlsruher,26,1995,2,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lukas Fröde,de GER,MF,Hansa Rostock,26,1995,25,24,"2,015",22.4,2,0,2,2,0,0,10,0,2.1,2.1,0.6,2.7,2,114,11,0.09,0.00,0.09,0.09,0.09,0.09,0.03,0.12,0.09,0.12
Nils Fröling,se SWE,FW,Hansa Rostock,21,2000,7,5,351,3.9,3,0,3,3,0,0,0,0,2.1,2.1,0.1,2.2,9,4,27,0.77,0.00,0.77,0.77,0.77,0.54,0.02,0.55,0.54,0.55
Niclas Füllkrug,de GER,FW,Werder Bremen,28,1993,33,27,"2,503",27.8,19,6,25,17,2,2,2,0,17.9,16.3,7.9,24.3,42,103,272,0.68,0.22,0.90,0.61,0.83,0.64,0.29,0.93,0.59,0.87
Dejan Galjen,de GER,MF,Werder Bremen,19,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gianluca Gaudino,de GER,"MF,DF",Sandhausen,24,1996,6,1,140,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,5,6,7,0.00,0.00,0.00,0.00,0.00,0.02,0.19,0.21,0.02,0.21
Marcel Gaus,de GER,"MF,DF",Ingolstadt 04,31,1989,21,15,"1,209",13.4,1,3,4,1,0,0,5,1,1.1,1.1,2.0,3.1,22,34,46,0.07,0.22,0.30,0.07,0.30,0.08,0.15,0.23,0.08,0.23
Nicolas Gavory,fr FRA,DF,Düsseldorf,26,1995,12,11,"1,004",11.2,0,1,1,0,0,0,2,0,0.3,0.3,0.7,1.1,33,70,49,0.00,0.09,0.09,0.00,0.09,0.03,0.07,0.10,0.03,0.10
Christian Gebauer,at AUT,"MF,DF",Ingolstadt 04,27,1993,22,17,"1,533",17.0,1,0,1,1,0,0,0,0,1.1,1.1,0.9,2.0,28,55,66,0.06,0.00,0.06,0.06,0.06,0.07,0.05,0.12,0.07,0.12
Andreas Geipl,de GER,MF,Heidenheim,29,1992,16,9,610,6.8,0,0,0,0,0,0,5,0,0.3,0.3,0.1,0.4,4,29,7,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Johannes Geis,de GER,MF,Nürnberg,27,1993,27,21,"1,749",19.4,3,2,5,3,0,0,4,0,1.1,1.1,2.3,3.4,5,103,10,0.15,0.10,0.26,0.15,0.26,0.06,0.12,0.18,0.06,0.18
Ioannis Gelios,gr GRE,GK,Holstein Kiel,29,1992,13,12,"1,015",11.3,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jann George,us USA,"FW,MF",Jahn R'burg,29,1992,3,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Jann George,us USA,FW,Erzgebirge Aue,29,1992,6,0,119,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.9,3,4,9,0.00,0.00,0.00,0.00,0.00,0.35,0.37,0.72,0.35,0.72
Marius Gersbeck,de GER,GK,Karlsruher,26,1995,28,28,"2,509",27.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Benedikt Gimber,de GER,MF,Jahn R'burg,24,1997,30,29,"2,504",27.8,3,2,5,3,0,0,12,0,2.8,2.8,1.0,3.9,20,115,26,0.11,0.07,0.18,0.11,0.18,0.10,0.04,0.14,0.10,0.14
Daniel Ginczek,de GER,"FW,MF",Düsseldorf,30,1991,9,7,522,5.8,3,1,4,2,1,1,1,1,3.5,2.7,1.8,4.5,7,18,36,0.52,0.17,0.69,0.34,0.52,0.60,0.31,0.91,0.47,0.78
Guram Giorbelidze,ge GEO,DF,Dresden,25,1996,18,9,948,10.5,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,25,31,28,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Klaus Gjasula,al ALB,MF,Darmstadt 98,31,1989,23,23,"1,858",20.6,1,3,4,1,0,0,13,2,1.5,1.5,1.3,2.7,16,117,13,0.05,0.15,0.19,0.05,0.19,0.07,0.06,0.13,0.07,0.13
Robert Glatzel,de GER,FW,Hamburger SV,27,1994,34,34,"2,866",31.8,22,3,25,21,1,3,2,0,22.2,19.8,3.5,23.3,33,43,187,0.69,0.09,0.79,0.66,0.75,0.70,0.11,0.81,0.62,0.73
Benjamin Goller,de GER,"FW,MF",Karlsruher,22,1999,13,11,836,9.3,1,2,3,1,0,0,3,0,0.6,0.6,1.5,2.0,29,14,73,0.11,0.22,0.32,0.11,0.32,0.06,0.16,0.22,0.06,0.22
Benjamin Goller,de GER,"MF,FW",Darmstadt 98,22,1999,11,7,617,6.9,2,1,3,2,0,0,1,0,1.2,1.2,1.2,2.5,23,26,46,0.29,0.15,0.44,0.29,0.44,0.18,0.18,0.36,0.18,0.36
Jérôme Gondorf,de GER,MF,Karlsruher,33,1988,30,30,"2,633",29.3,1,1,2,1,0,0,9,0,1.8,1.8,1.4,3.2,39,136,97,0.03,0.03,0.07,0.03,0.07,0.06,0.05,0.11,0.06,0.11
Sören Gonther,de GER,DF,Erzgebirge Aue,34,1986,29,27,"2,442",27.1,1,0,1,1,0,0,4,0,1.6,1.6,0.7,2.3,7,43,5,0.04,0.00,0.04,0.04,0.04,0.06,0.03,0.08,0.06,0.08
Daniel Gordon,jm JAM,DF,Karlsruher,36,1985,29,22,"2,027",22.5,2,1,3,2,0,0,5,1,1.4,1.4,0.3,1.7,5,78,5,0.09,0.04,0.13,0.09,0.13,0.06,0.01,0.07,0.06,0.07
Christian Groß,de GER,"MF,DF",Werder Bremen,32,1989,27,23,"2,053",22.8,0,2,2,0,0,0,7,1,0.9,0.9,1.1,2.0,35,140,20,0.00,0.09,0.09,0.00,0.09,0.04,0.05,0.09,0.04,0.09
Ilia Gruev,bg BUL,MF,Werder Bremen,21,2000,26,11,"1,195",13.3,1,0,1,1,0,0,4,0,1.3,1.3,0.7,2.0,15,57,20,0.08,0.00,0.08,0.08,0.08,0.10,0.05,0.15,0.10,0.15
Babacar Guèye,sn SEN,FW,Erzgebirge Aue,26,1994,14,7,761,8.5,2,0,2,2,0,0,0,0,4.2,4.2,0.9,5.1,5,16,55,0.24,0.00,0.24,0.24,0.24,0.50,0.11,0.60,0.50,0.60
Leon Guwara,gm GAM,DF,Jahn R'burg,25,1996,18,12,"1,011",11.2,1,1,2,1,0,0,1,0,0.3,0.3,0.9,1.1,29,46,55,0.09,0.09,0.18,0.09,0.18,0.02,0.08,0.10,0.02,0.10
Jan Gyamerah,de GER,DF,Hamburger SV,26,1995,16,13,"1,203",13.4,0,1,1,0,0,0,1,0,0.2,0.2,1.7,1.9,36,127,45,0.00,0.07,0.07,0.00,0.07,0.02,0.13,0.14,0.02,0.14
Robin Hack,de GER,MF,Nürnberg,22,1998,1,0,32,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,2,6,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.45,0.45,0.45
Tim Handwerker,de GER,DF,Nürnberg,23,1998,34,34,"3,038",33.8,1,1,2,1,0,0,1,0,2.3,2.3,3.9,6.2,86,116,133,0.03,0.03,0.06,0.03,0.06,0.07,0.11,0.18,0.07,0.18
Martin Hansen,dk DEN,GK,Hannover 96,31,1990,11,9,868,9.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Hartel,de GER,MF,St. Pauli,25,1996,31,31,"2,573",28.6,2,4,6,2,0,0,5,0,2.8,2.8,4.5,7.3,85,187,150,0.07,0.14,0.21,0.07,0.21,0.10,0.16,0.26,0.10,0.26
Sascha Härtel,de GER,"DF,FW",Erzgebirge Aue,22,1999,10,3,423,4.7,1,0,1,1,0,0,0,0,1.0,1.0,0.7,1.7,6,13,15,0.21,0.00,0.21,0.21,0.21,0.22,0.14,0.36,0.22,0.36
Florian Hartherz,de GER,DF,Düsseldorf,28,1993,20,15,"1,369",15.2,1,1,2,1,0,0,1,0,0.9,0.9,1.9,2.8,28,78,55,0.07,0.07,0.13,0.07,0.13,0.06,0.13,0.19,0.06,0.19
Fabrice Hartmann,de GER,"FW,MF",Paderborn 07,20,2001,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jalen Hawkins,de GER,"MF,FW",Ingolstadt 04,20,2001,6,3,218,2.4,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,5,2,4,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Niklas Heeger,de GER,GK,Karlsruher,21,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michael Heinloth,de GER,DF,Ingolstadt 04,29,1992,25,24,"1,949",21.7,0,0,0,0,0,0,2,0,0.8,0.8,1.3,2.1,33,74,44,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.10,0.04,0.10
Philip Heise,de GER,DF,Karlsruher,30,1991,33,33,"2,755",30.6,0,10,10,0,0,0,5,0,1.6,1.6,7.2,8.8,87,196,124,0.00,0.33,0.33,0.00,0.33,0.05,0.23,0.29,0.05,0.29
Rouwen Hennings,de GER,FW,Düsseldorf,33,1987,30,29,"2,488",27.6,13,1,14,10,3,3,6,0,9.1,6.7,3.5,10.3,13,54,158,0.47,0.04,0.51,0.36,0.40,0.33,0.13,0.46,0.24,0.37
Luca Herrmann,de GER,MF,Dresden,22,1999,10,5,504,5.6,0,1,1,0,0,0,1,0,0.9,0.9,1.5,2.4,9,30,27,0.00,0.18,0.18,0.00,0.18,0.16,0.27,0.43,0.16,0.43
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Heuer Fernandes,pt POR,GK,Hamburger SV,28,1992,27,27,"2,430",27.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jannis Heuer,de GER,DF,Paderborn 07,22,1999,19,9,780,8.7,1,0,1,1,0,0,1,0,1.1,1.1,0.0,1.1,11,24,19,0.12,0.00,0.12,0.12,0.12,0.12,0.00,0.12,0.12,0.12
Moritz Heyer,de GER,"DF,MF",Hamburger SV,26,1995,32,29,"2,544",28.3,6,3,9,6,0,0,6,0,4.0,4.0,4.3,8.3,60,154,112,0.21,0.11,0.32,0.21,0.32,0.14,0.15,0.29,0.14,0.29
Lukas Hinterseer,at AUT,FW,Hannover 96,30,1991,16,12,"1,033",11.5,0,1,1,0,0,0,0,0,2.2,2.2,1.6,3.8,2,16,63,0.00,0.09,0.09,0.00,0.09,0.19,0.14,0.33,0.19,0.33
Jan Hochscheidt,de GER,"MF,FW",Erzgebirge Aue,33,1987,24,7,871,9.7,2,2,4,2,0,0,2,0,2.6,2.6,1.8,4.3,19,43,28,0.21,0.21,0.41,0.21,0.41,0.26,0.18,0.45,0.26,0.45
André Hoffmann,de GER,DF,Düsseldorf,28,1993,19,19,"1,634",18.2,1,0,1,1,0,0,2,0,0.6,0.6,0.7,1.3,12,76,2,0.06,0.00,0.06,0.06,0.06,0.03,0.04,0.07,0.03,0.07
Philipp Hofmann,de GER,FW,Karlsruher,28,1993,33,33,"2,924",32.5,19,2,21,19,0,0,5,0,14.5,14.5,3.4,17.8,13,56,160,0.58,0.06,0.65,0.58,0.65,0.45,0.10,0.55,0.45,0.55
Immanuel Höhn,de GER,DF,Sandhausen,29,1991,23,19,"1,692",18.8,3,0,3,3,0,0,5,0,1.3,1.3,0.1,1.3,4,28,0,0.16,0.00,0.16,0.16,0.16,0.07,0.00,0.07,0.07,0.07
Fabian Holland,de GER,"DF,MF",Darmstadt 98,31,1990,34,34,"3,058",34.0,3,3,6,3,0,0,2,0,1.8,1.8,4.4,6.2,43,172,84,0.09,0.09,0.18,0.09,0.18,0.05,0.13,0.18,0.05,0.18
Lewis Holtby,de GER,MF,Holstein Kiel,30,1990,23,18,"1,589",17.7,1,3,4,1,0,0,5,0,2.2,2.2,1.7,3.8,19,109,57,0.06,0.17,0.23,0.06,0.23,0.12,0.09,0.22,0.12,0.22
Mathias Honsak,at AUT,"MF,FW",Darmstadt 98,24,1996,32,17,"1,608",17.9,3,2,5,3,0,0,3,0,6.1,6.1,2.1,8.2,62,54,137,0.17,0.11,0.28,0.17,0.28,0.34,0.12,0.46,0.34,0.46
Matthew Hoppe,us USA,FW,Schalke 04,20,2001,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Philipp Hosiner,at AUT,"FW,MF",Dresden,32,1989,8,1,262,2.9,0,0,0,0,0,0,2,0,1.1,1.1,0.5,1.6,2,3,26,0.00,0.00,0.00,0.00,0.00,0.38,0.18,0.56,0.38,0.56
Florian Hübner,de GER,DF,Nürnberg,30,1991,9,6,555,6.2,0,0,0,0,0,0,2,0,0.5,0.5,0.0,0.5,0,10,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08
Niklas Hult,se SWE,DF,Hannover 96,31,1990,27,27,"2,220",24.7,1,0,1,1,0,0,3,1,1.9,1.9,2.1,4.0,62,98,92,0.04,0.00,0.04,0.04,0.04,0.08,0.08,0.16,0.08,0.16
Uwe Hünemeier,de GER,DF,Paderborn 07,35,1986,29,28,"2,467",27.4,0,2,2,0,0,0,5,1,0.6,0.6,1.7,2.2,26,106,11,0.00,0.07,0.07,0.00,0.07,0.02,0.06,0.08,0.02,0.08
Oliver Hüsing,de GER,DF,Heidenheim,28,1993,33,33,"2,970",33.0,2,1,3,2,0,0,3,0,2.1,2.1,1.1,3.2,6,71,8,0.06,0.03,0.09,0.06,0.09,0.06,0.03,0.10,0.06,0.10
Jannik Huth,de GER,GK,Paderborn 07,27,1994,34,34,"3,060",34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Blendi Idrizi,xk KVX,MF,Schalke 04,23,1998,22,9,830,9.2,1,3,4,1,0,0,3,0,1.8,1.8,2.4,4.2,30,59,36,0.11,0.33,0.43,0.11,0.43,0.20,0.26,0.46,0.20,0.46
Aleksandar Ignjovski,rs SRB,MF,Holstein Kiel,30,1991,5,2,263,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,1,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Svante Ingelsson,se SWE,"MF,FW",Hansa Rostock,23,1998,28,16,"1,468",16.3,1,1,2,1,0,0,3,0,2.3,2.3,4.1,6.3,41,33,110,0.06,0.06,0.12,0.06,0.12,0.14,0.25,0.39,0.14,0.39
Felix Irorere,de GER,DF,Karlsruher,19,2002,2,0,58,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,0,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Jackson Irvine,au AUS,MF,St. Pauli,28,1993,28,23,"2,100",23.3,1,3,4,1,0,0,6,0,3.0,3.0,2.0,5.0,17,136,80,0.04,0.13,0.17,0.04,0.17,0.13,0.09,0.22,0.13,0.22
Thomas Isherwood,se SWE,DF,Darmstadt 98,23,1998,24,21,"1,824",20.3,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,5,31,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Ko Itakura,jp JPN,"DF,MF",Schalke 04,24,1997,31,30,"2,665",29.6,4,0,4,4,0,0,3,0,1.5,1.5,1.1,2.6,19,88,13,0.14,0.00,0.14,0.14,0.14,0.05,0.04,0.09,0.05,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emmanuel Iyoha,de GER,"FW,MF",Düsseldorf,23,1997,17,10,933,10.4,1,1,2,1,0,0,0,0,2.5,2.5,1.7,4.2,31,21,74,0.10,0.10,0.19,0.10,0.19,0.24,0.16,0.41,0.24,0.41
Kilian Jakob,de GER,"DF,MF",Karlsruher,23,1998,13,2,365,4.1,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,10,11,17,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
Bakery Jatta,gm GAM,"FW,MF",Hamburger SV,23,1998,34,30,"2,476",27.5,3,8,11,3,0,0,4,0,6.0,6.0,9.5,15.5,89,83,341,0.11,0.29,0.40,0.11,0.40,0.22,0.34,0.56,0.22,0.56
Robert Jendrusch,de GER,GK,Ingolstadt 04,25,1996,8,7,671,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marko Johansson,se SWE,GK,Hamburger SV,22,1998,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Seo Jongmin,kr KOR,"FW,MF",Dresden,19,2002,4,0,74,0.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,2,1,5,0.00,0.00,0.00,0.00,0.00,0.08,0.07,0.15,0.08,0.15
Antonio Jonjić,de GER,"FW,MF",Erzgebirge Aue,21,1999,25,19,"1,654",18.4,6,0,6,6,0,0,5,0,2.2,2.2,2.5,4.6,53,55,107,0.33,0.00,0.33,0.33,0.33,0.12,0.13,0.25,0.12,0.25
Anthony Jung,de GER,DF,Werder Bremen,29,1991,30,28,"2,520",28.0,2,2,4,2,0,0,7,0,1.8,1.8,1.3,3.0,47,136,82,0.07,0.07,0.14,0.07,0.14,0.06,0.04,0.11,0.06,0.11
Sebastian Jung,de GER,DF,Karlsruher,31,1990,6,6,540,6.0,1,1,2,1,0,0,1,0,0.5,0.5,0.5,1.0,10,36,27,0.17,0.17,0.33,0.17,0.33,0.08,0.08,0.17,0.08,0.17
Julian Justvan,de GER,"DF,MF",Paderborn 07,23,1998,33,30,"2,428",27.0,1,4,5,1,0,0,1,0,2.8,2.8,5.9,8.7,92,148,142,0.04,0.15,0.19,0.04,0.19,0.10,0.22,0.32,0.10,0.32
Julius Kade,de GER,MF,Dresden,22,1999,29,24,"1,950",21.7,2,1,3,2,0,0,3,1,2.2,2.2,0.9,3.1,32,86,78,0.09,0.05,0.14,0.09,0.14,0.10,0.04,0.14,0.10,0.14
Dominik Kaiser,de GER,MF,Hannover 96,32,1988,27,19,"1,712",19.0,2,1,3,2,0,0,4,0,2.4,2.4,1.3,3.7,7,75,25,0.11,0.05,0.16,0.11,0.16,0.12,0.07,0.19,0.12,0.19
Marcin Kamiński,pl POL,DF,Schalke 04,29,1992,31,31,"2,790",31.0,2,2,4,2,0,0,6,0,2.2,2.2,2.1,4.3,38,162,18,0.06,0.06,0.13,0.06,0.13,0.07,0.07,0.14,0.07,0.14
Emir Karic,at AUT,"MF,DF",Darmstadt 98,24,1997,26,11,"1,165",12.9,2,1,3,2,0,0,4,0,2.1,2.1,1.1,3.2,21,37,73,0.15,0.08,0.23,0.15,0.23,0.16,0.09,0.25,0.16,0.25
Florian Kastenmeier,de GER,GK,Düsseldorf,24,1997,28,28,"2,513",27.9,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Fabio Kaufmann,de GER,"FW,MF",Karlsruher,28,1992,23,6,642,7.1,0,1,1,0,0,0,0,0,0.6,0.6,0.6,1.3,22,17,57,0.00,0.14,0.14,0.00,0.14,0.09,0.09,0.18,0.09,0.18
Mikkel Kaufmann,dk DEN,FW,Hamburger SV,20,2001,26,2,447,5.0,2,1,3,2,0,0,4,0,2.3,2.3,0.8,3.2,2,3,25,0.40,0.20,0.60,0.40,0.60,0.46,0.17,0.63,0.46,0.63
Fatih Kaya,,FW,Ingolstadt 04,21,1999,17,3,529,5.9,3,0,3,2,1,1,1,0,2.2,1.4,1.1,2.5,4,12,29,0.51,0.00,0.51,0.34,0.34,0.37,0.19,0.56,0.23,0.42
Daniel Keita-Ruel,fr FRA,FW,Sandhausen,31,1989,10,8,705,7.8,1,1,2,1,0,0,1,0,1.7,1.7,0.6,2.4,7,13,25,0.13,0.13,0.26,0.13,0.26,0.22,0.08,0.30,0.22,0.30
Thomas Keller,de GER,"MF,DF",Ingolstadt 04,21,1999,19,17,"1,427",15.9,1,0,1,1,0,0,5,0,1.7,1.7,0.4,2.0,19,48,14,0.06,0.00,0.06,0.06,0.06,0.10,0.02,0.13,0.10,0.13
Tobias Kempe,de GER,MF,Darmstadt 98,32,1989,30,27,"2,379",26.4,6,9,15,4,2,2,5,0,4.9,3.4,5.6,8.9,36,95,61,0.23,0.34,0.57,0.15,0.49,0.19,0.21,0.40,0.13,0.34
Scott Kennedy,ca CAN,DF,Jahn R'burg,24,1997,23,19,"1,732",19.2,2,0,2,2,0,0,1,0,1.2,1.2,0.5,1.7,4,51,6,0.10,0.00,0.10,0.10,0.10,0.06,0.02,0.09,0.06,0.09
Sebastian Kerk,de GER,"MF,FW",Hannover 96,27,1994,31,28,"2,369",26.3,9,4,13,9,0,0,2,0,5.5,5.5,6.7,12.2,16,111,168,0.34,0.15,0.49,0.34,0.49,0.21,0.25,0.46,0.21,0.46
Konstantin Kerschbaumer,at AUT,"MF,FW",Heidenheim,29,1992,5,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12
Christian Kinsombi,de GER,"FW,MF",Sandhausen,21,1999,18,8,804,8.9,2,0,2,2,0,0,2,0,2.0,2.0,0.8,2.8,21,16,47,0.22,0.00,0.22,0.22,0.22,0.22,0.09,0.31,0.22,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
