Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Sven Ulreich,de GER,GK,Bayern Munich,32,1988,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dayot Upamecano,fr FRA,DF,Bayern Munich,22,1998,28,25,"2,211",24.6,1,6,7,1,0,0,4,0,0.6,0.6,2.0,2.5,32,183,9,0.04,0.24,0.28,0.04,0.28,0.02,0.08,0.10,0.02,0.10
Benjamin Uphoff,de GER,GK,Freiburg,27,1993,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mark Uth,de GER,"MF,FW",Köln,29,1991,30,24,"2,025",22.5,5,8,13,5,0,0,3,0,5.2,5.2,6.8,11.9,41,82,160,0.22,0.36,0.58,0.22,0.58,0.23,0.30,0.53,0.23,0.53
Ruben Vargas,ch SUI,"MF,FW",Augsburg,22,1998,29,26,"1,984",22.0,1,3,4,1,0,0,4,0,3.6,3.6,2.7,6.4,76,60,118,0.05,0.14,0.18,0.05,0.18,0.16,0.12,0.29,0.16,0.29
Sebastian Vasiliadis,gr GRE,MF,Arminia,23,1997,19,16,"1,193",13.3,0,0,0,0,0,0,3,0,0.4,0.4,0.2,0.6,10,40,10,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.05,0.03,0.05
Micky van de Ven,nl NED,DF,Wolfsburg,20,2001,5,2,189,2.1,0,1,1,0,0,0,0,0,0.0,0.0,0.9,0.9,3,5,3,0.00,0.48,0.48,0.00,0.48,0.00,0.42,0.42,0.00,0.42
Vincent Vermeij,nl NED,MF,Freiburg,26,1994,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Gabriel Vidovic,hr CRO,"FW,MF",Bayern Munich,17,2003,3,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15
Nick Viergever,nl NED,DF,Greuther Fürth,31,1989,24,24,"2,133",23.7,0,0,0,0,0,0,2,0,0.4,0.4,0.5,0.8,5,50,2,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.03
Andreas Voglsammer,de GER,"FW,MF",Union Berlin,29,1992,32,5,882,9.8,2,1,3,2,0,0,1,0,2.4,2.4,1.4,3.8,15,18,57,0.20,0.10,0.31,0.20,0.31,0.25,0.14,0.39,0.25,0.39
Kevin Vogt,de GER,DF,Hoffenheim,29,1991,30,29,"2,569",28.5,0,2,2,0,0,0,7,0,0.0,0.0,0.3,0.3,31,150,5,0.00,0.07,0.07,0.00,0.07,0.00,0.01,0.01,0.00,0.01
Aster Vranckx,be BEL,MF,Wolfsburg,18,2002,24,12,"1,141",12.7,2,0,2,2,0,0,2,0,2.6,2.6,1.8,4.5,17,37,23,0.16,0.00,0.16,0.16,0.16,0.21,0.15,0.35,0.21,0.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luca Waldschmidt,de GER,"MF,FW",Wolfsburg,25,1996,14,9,717,8.0,1,0,1,1,0,0,2,0,1.8,1.8,0.4,2.2,5,20,43,0.13,0.00,0.13,0.13,0.13,0.23,0.05,0.28,0.23,0.28
Paul Wanner,de GER,"FW,MF",Bayern Munich,15,2005,4,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04
Wout Weghorst,nl NED,FW,Wolfsburg,28,1992,18,17,"1,553",17.3,6,1,7,5,1,2,2,0,7.9,6.3,1.9,8.1,16,33,88,0.35,0.06,0.41,0.29,0.35,0.46,0.11,0.57,0.36,0.47
Noah Weißhaupt,de GER,"MF,FW",Freiburg,19,2001,10,0,97,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,3,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.39,0.39,0.00,0.39
Silvan Widmer,ch SUI,DF,Mainz 05,28,1993,33,33,"2,920",32.4,4,5,9,4,0,0,1,0,2.4,2.4,3.0,5.4,51,117,135,0.12,0.15,0.28,0.12,0.28,0.07,0.09,0.17,0.07,0.17
Jetro Willems,nl NED,DF,Greuther Fürth,27,1994,24,20,"1,598",17.8,1,0,1,1,0,0,5,0,0.6,0.6,1.4,2.1,17,72,31,0.06,0.00,0.06,0.06,0.06,0.04,0.08,0.12,0.04,0.12
Patrick Wimmer,at AUT,"FW,MF",Arminia,20,2001,31,27,"2,052",22.8,3,6,9,3,0,0,7,0,3.7,3.7,3.8,7.5,64,76,105,0.13,0.26,0.39,0.13,0.39,0.16,0.17,0.33,0.16,0.33
Jonas Wind,dk DEN,"FW,MF",Wolfsburg,22,1999,14,14,"1,180",13.1,5,1,6,5,0,0,0,0,4.5,4.5,2.5,7.0,9,57,58,0.38,0.08,0.46,0.38,0.46,0.34,0.19,0.54,0.34,0.54
Marten Winkler,de GER,MF,Hertha BSC,18,2002,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Frederik Winther,dk DEN,DF,Augsburg,20,2001,4,3,328,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Florian Wirtz,de GER,"MF,FW",Leverkusen,18,2003,24,22,"1,851",20.6,7,10,17,7,0,0,2,0,5.4,5.4,7.7,13.1,75,136,134,0.34,0.49,0.83,0.34,0.83,0.26,0.37,0.64,0.26,0.64
Axel Witsel,be BEL,"MF,DF",Dortmund,32,1989,29,22,"1,941",21.6,2,0,2,2,0,0,4,0,0.8,0.8,0.7,1.4,10,86,8,0.09,0.00,0.09,0.09,0.09,0.04,0.03,0.07,0.04,0.07
Hannes Wolf,at AUT,"FW,MF",Gladbach,22,1999,7,2,307,3.4,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,5,5,17,0.00,0.00,0.00,0.00,0.00,0.07,0.11,0.17,0.07,0.17
Marius Wolf,de GER,"DF,FW",Dortmund,26,1995,27,15,"1,321",14.7,3,1,4,3,0,0,4,0,2.0,2.0,1.0,2.9,37,49,112,0.20,0.07,0.27,0.20,0.27,0.13,0.07,0.20,0.13,0.20
Luca Wollschläger,de GER,"FW,MF",Hertha BSC,18,2003,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,1,3,0.00,0.00,0.00,0.00,0.00,0.16,0.35,0.50,0.16,0.50
Jeong Woo-yeong,kr KOR,"FW,MF",Freiburg,21,1999,32,23,"1,782",19.8,5,2,7,5,0,0,1,0,5.3,5.3,1.8,7.2,35,62,140,0.25,0.10,0.35,0.25,0.35,0.27,0.09,0.36,0.27,0.36
Joscha Wosz,de GER,DF,RB Leipzig,19,2002,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dan-Axel Zagadou,fr FRA,DF,Dortmund,22,1999,15,10,952,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,4,50,2,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Denis Zakaria,ch SUI,"MF,DF",Gladbach,24,1996,16,15,"1,395",15.5,2,1,3,2,0,0,4,0,0.9,0.9,0.8,1.7,31,88,20,0.13,0.06,0.19,0.13,0.19,0.06,0.05,0.11,0.06,0.11
Deyovaisio Zeefuik,nl NED,DF,Hertha BSC,23,1998,11,6,565,6.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,15,9,13,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
Robin Zentner,de GER,GK,Mainz 05,26,1994,32,32,"2,880",32.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Andi Zeqiri,ch SUI,"FW,MF",Augsburg,22,1999,22,11,"1,016",11.3,2,1,3,2,0,0,2,0,2.9,2.9,0.7,3.6,10,19,44,0.18,0.09,0.27,0.18,0.27,0.25,0.06,0.32,0.25,0.32
Simon Zoller,de GER,FW,Bochum,30,1991,10,6,596,6.6,3,2,5,3,0,0,3,0,1.8,1.8,0.7,2.5,7,7,30,0.45,0.30,0.76,0.45,0.76,0.27,0.11,0.38,0.27,0.38
