Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Alassane Pléa,fr FRA,"MF,FW",Gladbach,28,1993,33,24,"2,070",23.0,10,6,16,7,3,3,4,0,8.0,5.7,7.4,13.0,52,133,141,0.43,0.26,0.70,0.30,0.57,0.36,0.34,0.70,0.26,0.59
Joel Pohjanpalo,fi FIN,FW,Leverkusen,26,1994,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Polter,de GER,FW,Bochum,30,1991,33,27,"2,341",26.0,10,1,11,9,1,2,2,0,8.7,7.2,2.4,9.6,16,49,111,0.38,0.04,0.42,0.35,0.38,0.35,0.10,0.45,0.29,0.38
Marin Pongračić,hr CRO,DF,Dortmund,23,1997,17,9,827,9.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,7,31,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Stefan Posch,at AUT,DF,Hoffenheim,24,1997,28,26,"2,199",24.4,2,0,2,2,0,0,5,0,1.1,1.1,0.7,1.7,27,104,15,0.08,0.00,0.08,0.08,0.08,0.04,0.03,0.07,0.04,0.07
Yussuf Poulsen,dk DEN,"FW,MF",RB Leipzig,27,1994,25,12,"1,079",12.0,6,0,6,6,0,0,2,0,5.5,5.5,1.7,7.2,14,30,84,0.50,0.00,0.50,0.50,0.50,0.46,0.14,0.60,0.46,0.60
Manuel Prietl,at AUT,MF,Arminia,29,1991,26,23,"2,123",23.6,0,1,1,0,0,0,3,0,1.0,1.0,0.7,1.7,15,46,8,0.00,0.04,0.04,0.00,0.04,0.04,0.03,0.07,0.04,0.07
Grischa Prömel,de GER,MF,Union Berlin,26,1995,29,28,"2,422",26.9,8,1,9,8,0,0,4,0,6.3,6.3,1.1,7.3,27,95,72,0.30,0.04,0.33,0.30,0.33,0.23,0.04,0.27,0.23,0.27
Nick Proschwitz,de GER,FW,Hoffenheim,34,1986,1,0,27,0.3,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.98,0.00,0.98,0.98,0.98
Afimico Pululu,fr FRA,"FW,MF",Greuther Fürth,22,1999,8,0,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,0,10,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Sidney Raebiger,de GER,MF,RB Leipzig,16,2005,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Diant Ramaj,de GER,GK,Eint Frankfurt,19,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guilherme Ramos,pt POR,DF,Arminia,23,1997,13,9,906,10.1,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,5,32,9,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.03,0.02,0.03
Tobias Raschl,de GER,MF,Greuther Fürth,21,2000,10,7,597,6.6,0,1,1,0,0,0,0,0,0.2,0.2,0.0,0.2,14,18,8,0.00,0.15,0.15,0.00,0.15,0.02,0.01,0.03,0.02,0.03
David Raum,de GER,"DF,FW",Hoffenheim,23,1998,32,31,"2,757",30.6,3,11,14,3,0,0,5,0,1.7,1.7,11.4,13.1,95,130,228,0.10,0.36,0.46,0.10,0.46,0.05,0.37,0.43,0.05,0.43
Reinier,br BRA,"FW,MF",Dortmund,19,2002,13,1,162,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,6,12,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12
Panagiotis Retsos,gr GRE,"DF,FW",Leverkusen,22,1998,4,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15
Marco Reus,de GER,"MF,FW",Dortmund,32,1989,29,29,"2,503",27.8,9,13,22,9,0,0,2,0,11.5,11.5,7.9,19.5,57,119,172,0.32,0.47,0.79,0.32,0.79,0.41,0.28,0.70,0.41,0.70
Elvis Rexhbeçaj,de GER,MF,Bochum,23,1997,32,30,"2,542",28.2,0,0,0,0,0,0,5,0,1.1,1.1,1.1,2.2,21,93,54,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08
Gio Reyna,us USA,MF,Dortmund,18,2002,10,6,439,4.9,2,1,3,2,0,0,0,0,1.7,1.7,1.6,3.3,13,10,32,0.41,0.21,0.62,0.41,0.62,0.35,0.33,0.68,0.35,0.68
Chris Richards,us USA,DF,Hoffenheim,21,2000,19,13,"1,304",14.5,1,1,2,1,0,0,1,0,1.2,1.2,0.4,1.6,12,59,7,0.07,0.07,0.14,0.07,0.14,0.08,0.03,0.11,0.08,0.11
Chris Richards,us USA,DF,Bayern Munich,21,2000,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Omar Richards,eng ENG,DF,Bayern Munich,23,1998,12,5,438,4.9,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.4,11,21,42,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.09,0.06,0.09
Marco Richter,de GER,"FW,MF",Hertha BSC,23,1997,30,19,"1,704",18.9,5,1,6,5,0,0,6,0,3.2,3.2,1.6,4.9,34,45,97,0.26,0.05,0.32,0.26,0.32,0.17,0.09,0.26,0.17,0.26
Manuel Riemann,de GER,GK,Bochum,32,1988,31,31,"2,790",31.0,0,1,1,0,0,1,2,0,0.8,0.0,0.3,0.3,0,6,0,0.00,0.03,0.03,0.00,0.03,0.03,0.01,0.04,0.00,0.01
Marc Roca,es ESP,MF,Bayern Munich,24,1996,9,4,379,4.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,6,26,2,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13
Cimo Röcker,de GER,DF,Hertha BSC,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.33,0.33,0.00,0.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sebastian Rode,de GER,MF,Eint Frankfurt,30,1990,17,10,759,8.4,1,0,1,1,0,0,1,0,0.8,0.8,0.9,1.8,10,54,17,0.12,0.00,0.12,0.12,0.12,0.10,0.11,0.21,0.10,0.21
Romario Rösch,de GER,MF,Mainz 05,22,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tom Rothe,de GER,DF,Dortmund,16,2004,2,1,94,1.0,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,1,0,10,0.96,0.00,0.96,0.96,0.96,0.15,0.03,0.18,0.15,0.18
Jérôme Roussillon,fr FRA,DF,Wolfsburg,28,1993,26,18,"1,775",19.7,1,0,1,1,0,0,5,0,1.0,1.0,1.6,2.6,42,64,91,0.05,0.00,0.05,0.05,0.05,0.05,0.08,0.13,0.05,0.13
Sebastian Rudy,de GER,MF,Hoffenheim,31,1990,21,7,773,8.6,3,1,4,3,0,0,5,0,2.1,2.1,0.3,2.5,5,44,25,0.35,0.12,0.47,0.35,0.47,0.25,0.04,0.29,0.25,0.29
Georginio Rutter,fr FRA,"FW,MF",Hoffenheim,19,2002,33,13,"1,611",17.9,8,2,10,8,0,0,2,0,7.0,7.0,4.2,11.2,38,42,124,0.45,0.11,0.56,0.45,0.56,0.39,0.23,0.63,0.39,0.63
Julian Ryerson,no NOR,DF,Union Berlin,23,1997,28,13,"1,429",15.9,2,0,2,2,0,0,3,0,1.3,1.3,1.5,2.8,30,50,50,0.13,0.00,0.13,0.13,0.13,0.08,0.09,0.18,0.08,0.18
Frederik Rønnow,dk DEN,GK,Union Berlin,28,1992,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marcel Sabitzer,at AUT,"MF,FW",RB Leipzig,27,1994,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,3,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04
Marcel Sabitzer,at AUT,"MF,DF",Bayern Munich,27,1994,25,8,905,10.1,1,1,2,1,0,0,0,0,2.1,2.1,1.7,3.8,20,66,54,0.10,0.10,0.20,0.10,0.20,0.21,0.17,0.38,0.21,0.38
Roland Sallai,hu HUN,"MF,FW",Freiburg,24,1997,31,18,"1,551",17.2,4,4,8,4,0,0,1,0,6.0,6.0,3.8,9.8,44,46,136,0.23,0.23,0.46,0.23,0.46,0.35,0.22,0.57,0.35,0.57
Diadie Samassékou,ml MLI,MF,Hoffenheim,25,1996,24,21,"1,655",18.4,2,0,2,2,0,0,7,0,1.1,1.1,1.0,2.2,8,62,23,0.11,0.00,0.11,0.11,0.11,0.06,0.06,0.12,0.06,0.12
Leroy Sané,de GER,"FW,MF",Bayern Munich,25,1996,32,22,"1,976",22.0,7,7,14,7,0,0,3,0,11.4,11.4,6.2,17.6,80,117,203,0.32,0.32,0.64,0.32,0.64,0.52,0.28,0.80,0.52,0.80
Mohamed Sankoh,nl NED,FW,Stuttgart,17,2003,1,0,4,0.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,0,0.00,0.00,0.00,0.00,0.00,2.18,0.00,2.18,2.18,2.18
Baptiste Santamaria,fr FRA,MF,Freiburg,26,1995,1,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Bouna Sarr,sn SEN,DF,Bayern Munich,29,1992,5,0,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,3,4,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Joe Scally,us USA,DF,Gladbach,18,2002,30,20,"1,909",21.2,1,2,3,1,0,0,4,0,1.4,1.4,1.9,3.3,35,57,104,0.05,0.09,0.14,0.05,0.14,0.07,0.09,0.16,0.07,0.16
Kevin Schade,de GER,"MF,FW",Freiburg,19,2001,21,7,831,9.2,4,1,5,4,0,0,2,0,2.1,2.0,0.9,2.9,23,16,63,0.43,0.11,0.54,0.43,0.54,0.23,0.10,0.33,0.22,0.32
András Schäfer,hu HUN,MF,Union Berlin,22,1999,8,1,239,2.7,1,1,2,1,0,0,2,0,0.6,0.6,0.1,0.7,4,13,8,0.38,0.38,0.75,0.38,0.75,0.23,0.04,0.27,0.23,0.27
Louis Schaub,at AUT,"MF,FW",Köln,26,1994,28,6,654,7.3,1,2,3,1,0,0,0,0,1.3,1.3,1.2,2.4,28,37,68,0.14,0.28,0.41,0.14,0.41,0.17,0.16,0.33,0.17,0.33
Patrik Schick,cz CZE,FW,Leverkusen,25,1996,27,26,"2,076",23.1,24,3,27,23,1,2,0,0,18.1,16.5,2.5,19.0,21,25,138,1.04,0.13,1.17,1.00,1.13,0.78,0.11,0.89,0.72,0.83
Kingsley Schindler,gh GHA,"DF,FW",Köln,28,1993,18,1,349,3.9,1,2,3,1,0,0,1,0,0.4,0.4,1.1,1.5,6,24,27,0.26,0.52,0.77,0.26,0.77,0.09,0.29,0.38,0.09,0.38
Xaver Schlager,at AUT,MF,Wolfsburg,23,1997,14,13,"1,040",11.6,0,1,1,0,0,0,2,0,0.3,0.3,0.6,0.9,21,55,29,0.00,0.09,0.09,0.00,0.09,0.03,0.05,0.08,0.03,0.08
Keven Schlotterbeck,de GER,"DF,FW",Freiburg,24,1997,12,3,315,3.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Nico Schlotterbeck,de GER,DF,Freiburg,21,1999,32,32,"2,785",30.9,4,1,5,4,0,0,5,0,3.6,3.6,1.5,5.1,35,173,21,0.13,0.03,0.16,0.13,0.16,0.11,0.05,0.16,0.11,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Schmid,fr FRA,DF,Freiburg,31,1990,13,6,588,6.5,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,9,25,31,0.00,0.15,0.15,0.00,0.15,0.03,0.13,0.15,0.03,0.15
Benno Schmitz,de GER,DF,Köln,26,1994,31,29,"2,421",26.9,0,5,5,0,0,0,5,0,0.5,0.5,3.8,4.3,60,203,126,0.00,0.19,0.19,0.00,0.19,0.02,0.14,0.16,0.02,0.16
Alessandro Schöpf,at AUT,MF,Arminia,27,1994,31,27,"2,397",26.6,1,0,1,1,0,0,3,1,2.0,2.0,2.6,4.6,57,96,91,0.04,0.00,0.04,0.04,0.04,0.07,0.10,0.17,0.07,0.17
Nico Schulz,de GER,DF,Dortmund,28,1993,16,9,836,9.3,0,2,2,0,0,0,2,0,0.2,0.2,1.1,1.3,17,52,44,0.00,0.22,0.22,0.00,0.22,0.02,0.11,0.14,0.02,0.14
Marvin Schwäbe,de GER,GK,Köln,26,1995,21,21,"1,890",21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Alexander Schwolow,de GER,GK,Hertha BSC,29,1992,25,25,"2,175",24.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Paul Seguin,de GER,MF,Greuther Fürth,26,1995,27,23,"2,108",23.4,0,3,3,0,0,0,9,0,0.5,0.5,2.0,2.5,28,118,48,0.00,0.13,0.13,0.00,0.13,0.02,0.08,0.10,0.02,0.10
Davie Selke,de GER,FW,Hertha BSC,26,1995,25,10,"1,004",11.2,4,0,4,3,1,1,2,0,4.2,3.4,0.6,4.0,10,13,50,0.36,0.00,0.36,0.27,0.27,0.38,0.05,0.43,0.31,0.36
Lion Semić,de GER,DF,Dortmund,17,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Suat Serdar,de GER,"MF,FW",Hertha BSC,24,1997,30,27,"2,218",24.6,3,0,3,3,0,0,6,0,2.1,2.1,1.4,3.5,43,83,77,0.12,0.00,0.12,0.12,0.12,0.09,0.06,0.14,0.09,0.14
Janni Serra,de GER,FW,Arminia,23,1998,26,15,"1,117",12.4,3,2,5,3,0,0,1,0,3.2,3.2,0.8,4.0,7,14,62,0.24,0.16,0.40,0.24,0.40,0.26,0.06,0.32,0.26,0.32
Zidan Sertdemir,dk DEN,"MF,FW",Leverkusen,16,2005,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.26,0.00,0.26
Nils Seufert,de GER,MF,Greuther Fürth,24,1997,4,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kiliann Sildillia,fr FRA,"DF,MF",Freiburg,19,2002,7,1,169,1.9,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,3,6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13
André Silva,pt POR,FW,RB Leipzig,25,1995,33,24,"2,076",23.1,11,3,14,8,3,3,1,0,12.6,10.7,3.3,14.0,36,50,172,0.48,0.13,0.61,0.35,0.48,0.54,0.14,0.69,0.46,0.61
Mohamed Simakan,fr FRA,DF,RB Leipzig,21,2000,28,23,"2,009",22.3,1,0,1,1,0,0,5,0,0.9,0.9,0.7,1.6,19,80,10,0.04,0.00,0.04,0.04,0.04,0.04,0.03,0.07,0.04,0.07
Daley Sinkgraven,nl NED,DF,Leverkusen,26,1995,12,3,351,3.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,8,18,16,0.00,0.00,0.00,0.00,0.00,0.05,0.08,0.13,0.05,0.13
Tobias Sippel,de GER,GK,Gladbach,33,1988,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Hugo Siquet,be BEL,DF,Freiburg,19,2002,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ellyes Skhiri,tn TUN,MF,Köln,26,1995,22,20,"1,820",20.2,4,1,5,4,0,0,3,0,3.2,3.2,0.9,4.1,19,83,39,0.20,0.05,0.25,0.20,0.25,0.16,0.05,0.20,0.16,0.20
Robert Skov,dk DEN,"FW,DF",Hoffenheim,25,1996,12,3,368,4.1,0,1,1,0,0,0,1,0,0.7,0.7,1.4,2.1,9,14,37,0.00,0.24,0.24,0.00,0.24,0.17,0.34,0.51,0.17,0.51
Danilo Soares,br BRA,DF,Bochum,29,1991,30,30,"2,564",28.5,0,1,1,0,0,0,4,0,0.4,0.4,1.3,1.7,79,132,66,0.00,0.04,0.04,0.00,0.04,0.01,0.05,0.06,0.01,0.06
Yann Sommer,ch SUI,GK,Gladbach,32,1988,33,33,"2,970",33.0,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,2,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
Borna Sosa,hr CRO,"DF,FW",Stuttgart,23,1998,28,28,"2,498",27.8,1,8,9,1,0,0,4,0,0.9,0.9,6.8,7.8,104,139,200,0.04,0.29,0.32,0.04,0.32,0.03,0.25,0.28,0.03,0.28
Djibril Sow,ch SUI,MF,Eint Frankfurt,24,1997,31,28,"2,415",26.8,2,3,5,2,0,0,5,0,0.6,0.6,1.7,2.3,34,140,32,0.07,0.11,0.19,0.07,0.19,0.02,0.06,0.09,0.02,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerry St. Juste,nl NED,DF,Mainz 05,24,1996,8,7,604,6.7,1,0,1,1,0,0,0,0,0.8,0.8,0.1,0.9,11,19,5,0.15,0.00,0.15,0.15,0.15,0.11,0.02,0.13,0.11,0.13
Anton Stach,de GER,MF,Mainz 05,22,1998,29,20,"1,861",20.7,1,6,7,1,0,0,6,0,2.1,2.1,4.5,6.6,48,103,50,0.05,0.29,0.34,0.05,0.34,0.10,0.22,0.32,0.10,0.32
Kostas Stafylidis,gr GRE,"DF,MF",Bochum,27,1993,24,15,"1,388",15.4,0,1,1,0,0,0,3,1,0.6,0.6,0.7,1.3,8,40,14,0.00,0.06,0.06,0.00,0.06,0.04,0.05,0.09,0.04,0.09
Josip Stanišić,hr CRO,DF,Bayern Munich,21,2000,13,6,644,7.2,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,18,44,33,0.14,0.00,0.14,0.14,0.14,0.06,0.02,0.08,0.06,0.08
Niklas Stark,de GER,DF,Hertha BSC,26,1995,26,22,"2,031",22.6,1,0,1,1,0,0,3,0,0.8,0.8,0.4,1.2,11,59,1,0.04,0.00,0.04,0.04,0.04,0.04,0.02,0.05,0.04,0.05
Renato Steffen,ch SUI,"FW,MF",Wolfsburg,29,1991,20,13,967,10.7,0,1,1,0,0,0,6,0,1.0,1.0,1.3,2.3,25,24,62,0.00,0.09,0.09,0.00,0.09,0.10,0.12,0.22,0.10,0.22
Pascal Stenzel,de GER,DF,Stuttgart,25,1996,16,9,899,10.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,13,54,20,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04
Angelo Stiller,de GER,MF,Hoffenheim,20,2001,26,18,"1,693",18.8,2,1,3,2,0,0,1,0,1.1,1.1,1.2,2.4,20,115,63,0.11,0.05,0.16,0.11,0.16,0.06,0.06,0.13,0.06,0.13
Lars Stindl,de GER,"MF,FW",Gladbach,32,1988,26,20,"1,629",18.1,4,5,9,4,0,2,10,0,6.3,4.7,3.6,8.3,14,87,96,0.22,0.28,0.50,0.22,0.50,0.35,0.20,0.54,0.26,0.46
Kevin Stöger,at AUT,MF,Mainz 05,27,1993,23,1,419,4.7,1,1,2,1,0,0,3,0,1.4,1.4,1.1,2.5,10,51,39,0.21,0.21,0.43,0.21,0.43,0.29,0.24,0.53,0.29,0.53
Tobias Strobl,de GER,"MF,DF",Augsburg,31,1990,5,4,323,3.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,1,6,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Niklas Süle,de GER,DF,Bayern Munich,25,1995,28,19,"1,837",20.4,1,2,3,1,0,0,2,0,1.3,1.3,1.2,2.5,31,140,20,0.05,0.10,0.15,0.05,0.15,0.07,0.06,0.12,0.07,0.12
Ádám Szalai,hu HUN,FW,Mainz 05,33,1987,12,2,260,2.9,1,0,1,1,0,0,1,0,1.3,1.3,0.5,1.9,0,2,32,0.35,0.00,0.35,0.35,0.35,0.46,0.18,0.64,0.46,0.64
Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,20,2000,31,15,"1,543",17.1,6,8,14,6,0,1,2,0,4.8,4.0,5.4,9.4,44,85,130,0.35,0.47,0.82,0.35,0.82,0.28,0.32,0.60,0.23,0.55
Jonathan Tah,de GER,DF,Leverkusen,25,1996,33,33,"2,878",32.0,2,2,4,2,0,0,4,0,1.2,1.2,1.9,3.1,18,102,6,0.06,0.06,0.13,0.06,0.13,0.04,0.06,0.10,0.04,0.10
Edmond Tapsoba,bf BFA,DF,Leverkusen,22,1999,22,19,"1,814",20.2,1,0,1,1,0,0,1,0,0.4,0.4,0.0,0.4,13,89,5,0.05,0.00,0.05,0.05,0.05,0.02,0.00,0.02,0.02,0.02
Niklas Tauer,de GER,"DF,MF",Mainz 05,20,2001,11,6,487,5.4,0,0,0,0,0,0,1,1,0.3,0.3,0.0,0.3,2,12,5,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06
Robert Tesche,de GER,MF,Bochum,34,1987,11,5,349,3.9,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4,15,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Cedric Teuchert,de GER,"MF,FW",Union Berlin,24,1997,6,0,105,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0,2,2,0.00,0.00,0.00,0.00,0.00,0.18,0.08,0.26,0.18,0.26
Jan Thielmann,de GER,"MF,FW",Köln,19,2002,29,10,"1,192",13.2,3,3,6,3,0,0,6,0,1.4,1.4,2.2,3.5,36,40,97,0.23,0.23,0.45,0.23,0.45,0.10,0.16,0.27,0.10,0.27
Erik Thommy,de GER,"FW,MF",Stuttgart,26,1994,11,1,274,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,10,26,0.00,0.00,0.00,0.00,0.00,0.10,0.20,0.31,0.10,0.31
Marcus Thuram,fr FRA,FW,Gladbach,23,1997,21,9,979,10.9,3,0,3,3,0,0,2,0,4.6,4.6,1.1,5.7,32,17,95,0.28,0.00,0.28,0.28,0.28,0.46,0.11,0.57,0.46,0.57
Alexis Tibidi,fr FRA,"MF,FW",Stuttgart,17,2003,13,2,385,4.3,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,8,8,31,0.00,0.00,0.00,0.00,0.00,0.10,0.09,0.18,0.10,0.18
Steffen Tigges,de GER,"FW,MF",Dortmund,23,1998,9,0,112,1.2,3,0,3,3,0,0,0,0,1.1,1.1,0.4,1.5,2,3,9,2.41,0.00,2.41,2.41,2.41,0.90,0.34,1.24,0.90,1.24
Malik Tillman,us USA,"FW,MF",Bayern Munich,19,2002,4,1,104,1.2,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,11,0.00,0.00,0.00,0.00,0.00,0.14,0.21,0.34,0.14,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timmy Tillman,de GER,MF,Greuther Fürth,22,1999,29,23,"2,004",22.3,1,2,3,1,0,0,3,0,1.6,1.6,2.7,4.3,33,85,83,0.04,0.09,0.13,0.04,0.13,0.07,0.12,0.19,0.07,0.19
Umut Tohumcu,de GER,MF,Hoffenheim,16,2004,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Corentin Tolisso,fr FRA,MF,Bayern Munich,26,1994,15,8,703,7.8,2,1,3,2,0,0,0,0,2.1,2.1,1.9,4.0,10,97,26,0.26,0.13,0.38,0.26,0.38,0.27,0.25,0.51,0.27,0.51
Tiago Tomás,pt POR,FW,Stuttgart,19,2002,14,13,"1,075",11.9,4,0,4,4,0,0,2,0,4.0,4.0,1.5,5.5,23,21,92,0.33,0.00,0.33,0.33,0.33,0.33,0.13,0.46,0.33,0.46
Jordan Torunarigha,de GER,DF,Hertha BSC,23,1997,7,6,483,5.4,0,1,1,0,0,0,1,0,0.3,0.3,0.1,0.3,1,12,0,0.00,0.19,0.19,0.00,0.19,0.05,0.01,0.06,0.05,0.06
Almamy Touré,ml MLI,"DF,MF",Eint Frankfurt,25,1996,10,5,506,5.6,0,0,0,0,0,0,2,0,1.0,1.0,0.0,1.0,6,15,17,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17
Lucas Tousart,fr FRA,MF,Hertha BSC,24,1997,30,22,"1,962",21.8,2,0,2,2,0,0,3,0,1.5,1.5,0.9,2.4,30,79,25,0.09,0.00,0.09,0.09,0.09,0.07,0.04,0.11,0.07,0.11
Kevin Trapp,de GER,GK,Eint Frankfurt,31,1990,32,32,"2,880",32.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christopher Trimmel,at AUT,"DF,FW",Union Berlin,34,1987,25,23,"1,990",22.1,2,0,2,2,0,0,5,0,1.4,1.4,2.2,3.6,42,81,70,0.09,0.00,0.09,0.09,0.09,0.06,0.10,0.16,0.06,0.16
Philipp Tschauner,de GER,GK,RB Leipzig,35,1985,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tuta,br BRA,DF,Eint Frankfurt,22,1999,26,26,"2,183",24.3,4,0,4,4,0,0,4,1,2.2,2.2,0.1,2.4,26,63,9,0.16,0.00,0.16,0.16,0.16,0.09,0.01,0.10,0.09,0.10
Anthony Ujah,ng NGA,"FW,MF",Union Berlin,30,1990,3,0,35,0.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,1,0,5,0.00,0.00,0.00,0.00,0.00,0.74,0.13,0.87,0.74,0.87
