Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Masaya Okugawa,jp JPN,"FW,MF",Arminia,26,1996,30,25,"2,137",23.7,5,9,14,5,0,0,2,0,4.5,4.5,4.2,8.8,50,65,125,0.21,0.38,0.59,0.21,0.59,0.19,0.18,0.37,0.19,0.37
Kwasi Okyere Wriedt,gh GHA,FW,Holstein Kiel,28,1994,26,9,"1,243",13.8,3,1,4,3,0,0,1,0,5.7,5.7,1.4,7.1,21,14,122,0.22,0.07,0.29,0.22,0.29,0.41,0.10,0.51,0.41,0.51
Gaël Ondoua,cm CMR,MF,Hannover 96,26,1995,2,1,50,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aaron Opoku,de GER,"FW,MF",Hamburger SV,23,1999,3,0,39,0.4,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,2,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aaron Opoku,de GER,"FW,MF",Kaiserslautern,23,1999,20,12,"1,046",11.6,2,4,6,2,0,0,2,0,1.3,1.3,3.4,4.7,45,44,93,0.17,0.34,0.52,0.17,0.52,0.11,0.29,0.41,0.11,0.41
Prince Osei Owusu,de GER,FW,Jahn R'burg,25,1997,32,18,"1,728",19.2,9,1,10,8,1,2,7,0,9.2,7.6,1.1,8.7,14,17,107,0.47,0.05,0.52,0.42,0.47,0.48,0.06,0.53,0.40,0.45
David Otto,de GER,FW,St. Pauli,23,1999,27,4,681,7.6,2,0,2,2,0,0,3,0,2.6,2.6,0.7,3.3,7,22,52,0.26,0.00,0.26,0.26,0.26,0.34,0.09,0.43,0.34,0.43
Matondo-Merveille Papela,de GER,MF,Sandhausen,21,2001,19,17,"1,458",16.2,2,0,2,2,0,0,6,0,0.6,0.6,0.4,1.0,18,54,18,0.12,0.00,0.12,0.12,0.12,0.04,0.02,0.06,0.04,0.06
Leart Paqarada,xk KVX,"DF,MF",St. Pauli,27,1994,32,32,"2,809",31.2,3,11,14,2,1,3,4,0,5.6,3.2,8.9,12.1,112,221,208,0.10,0.35,0.45,0.06,0.42,0.18,0.29,0.46,0.10,0.39
Enrique Peña Zauner,ve VEN,"MF,FW",Braunschweig,22,2000,5,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Kristoffer Peterson,se SWE,"FW,MF",Düsseldorf,27,1994,28,14,"1,184",13.2,4,2,6,4,0,0,3,0,3.3,3.3,2.4,5.8,44,37,103,0.30,0.15,0.46,0.30,0.46,0.25,0.18,0.44,0.25,0.44
Lukas Petkov,bg BUL,"MF,FW",Greuther Fürth,21,2000,15,6,601,6.7,2,2,4,2,0,0,1,0,1.7,1.7,1.5,3.2,23,17,28,0.30,0.30,0.60,0.30,0.60,0.25,0.23,0.48,0.25,0.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patric Pfeiffer,de GER,DF,Darmstadt 98,22,1999,24,20,"1,715",19.1,4,1,5,4,0,0,7,2,1.6,1.6,1.0,2.5,21,85,14,0.21,0.05,0.26,0.21,0.26,0.08,0.05,0.13,0.08,0.13
Immanuel Pherai,sr SUR,MF,Braunschweig,21,2001,27,20,"1,775",19.7,9,5,14,8,1,1,5,0,4.9,4.1,3.4,7.5,64,72,82,0.46,0.25,0.71,0.41,0.66,0.25,0.17,0.42,0.21,0.38
Cristiano Piccini,it ITA,DF,Magdeburg,29,1992,17,12,941,10.5,4,1,5,3,1,1,1,1,2.4,1.6,0.6,2.2,15,57,2,0.38,0.10,0.48,0.29,0.38,0.23,0.06,0.29,0.15,0.21
Benedikt Pichler,at AUT,FW,Holstein Kiel,25,1997,11,8,670,7.4,3,2,5,2,1,1,2,0,3.4,2.6,0.7,3.4,9,15,59,0.40,0.27,0.67,0.27,0.54,0.46,0.10,0.56,0.36,0.45
Florian Pick,de GER,"FW,MF",Heidenheim,26,1995,23,17,"1,183",13.1,3,6,9,3,0,0,4,0,2.0,2.0,3.0,5.0,36,41,97,0.23,0.46,0.68,0.23,0.68,0.16,0.23,0.38,0.16,0.38
Marvin Pieringer,de GER,FW,Paderborn 07,22,1999,23,18,"1,521",16.9,10,8,18,10,0,2,6,1,10.7,9.1,4.5,13.6,27,35,117,0.59,0.47,1.07,0.59,1.07,0.63,0.27,0.90,0.54,0.81
Jakub Piotrowski,pl POL,"MF,FW",Düsseldorf,24,1997,2,0,15,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,1,0.00,0.00,0.00,0.00,0.00,0.37,0.00,0.37,0.37,0.37
Felix Platte,de GER,FW,Paderborn 07,26,1996,24,13,"1,257",14.0,7,3,10,7,0,0,2,0,6.8,6.8,2.7,9.6,12,27,76,0.50,0.21,0.72,0.50,0.72,0.49,0.20,0.68,0.49,0.68
Finn Porath,de GER,"MF,FW",Holstein Kiel,25,1997,33,12,"1,241",13.8,2,0,2,2,0,0,5,0,1.3,1.3,0.6,1.9,29,92,55,0.15,0.00,0.15,0.15,0.15,0.10,0.04,0.14,0.10,0.14
Nicolas de Préville,fr FRA,FW,Kaiserslautern,31,1991,10,1,192,2.1,1,0,1,1,0,0,2,0,0.6,0.6,0.6,1.2,7,7,25,0.47,0.00,0.47,0.47,0.47,0.28,0.29,0.57,0.28,0.57
Manuel Prietl,at AUT,MF,Arminia,30,1991,22,16,"1,395",15.5,1,0,1,1,0,0,2,0,0.8,0.8,0.1,0.9,5,42,6,0.06,0.00,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06
Kai Pröger,de GER,"FW,MF",Hansa Rostock,30,1992,33,32,"2,551",28.3,10,3,13,9,1,1,2,0,6.7,5.9,2.2,8.1,75,27,171,0.35,0.11,0.46,0.32,0.42,0.24,0.08,0.31,0.21,0.29
Matěj Pulkrab,cz CZE,FW,Sandhausen,25,1997,16,10,808,9.0,0,0,0,0,0,0,1,0,1.2,1.2,0.8,2.1,4,15,51,0.00,0.00,0.00,0.00,0.00,0.14,0.09,0.23,0.14,0.23
Afimico Pululu,fr FRA,"FW,DF",Greuther Fürth,23,1999,13,0,158,1.8,1,0,1,1,0,0,1,0,0.6,0.6,0.4,1.0,4,1,11,0.57,0.00,0.57,0.57,0.57,0.36,0.21,0.56,0.36,0.56
Elidon Qenaj,de GER,"FW,MF",Heidenheim,19,2003,3,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matheo Raab,de GER,GK,Hamburger SV,23,1998,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Sidney Raebiger,de GER,MF,Greuther Fürth,17,2005,3,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Guilherme Ramos,pt POR,DF,Arminia,24,1997,23,18,"1,669",18.5,1,0,1,1,0,0,6,0,0.7,0.7,0.1,0.8,16,48,5,0.05,0.00,0.05,0.05,0.05,0.04,0.01,0.04,0.04,0.04
Melvin Ramusović,de GER,MF,Heidenheim,21,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nicolai Rapp,de GER,"MF,DF",Kaiserslautern,25,1996,12,9,787,8.7,0,0,0,0,0,0,4,0,0.1,0.1,1.6,1.7,8,45,7,0.00,0.00,0.00,0.00,0.00,0.01,0.18,0.20,0.01,0.20
Simone Rapp,ch SUI,"FW,MF",Karlsruher,29,1992,28,1,530,5.9,3,3,6,3,0,0,0,0,2.3,2.3,1.2,3.5,3,9,35,0.51,0.51,1.02,0.51,1.02,0.40,0.20,0.59,0.40,0.59
Tobias Raschl,de GER,MF,Greuther Fürth,22,2000,29,20,"1,851",20.6,2,2,4,2,0,0,4,0,2.5,2.5,1.8,4.3,37,102,59,0.10,0.10,0.19,0.10,0.19,0.12,0.09,0.21,0.12,0.21
Kenny Redondo,de GER,"FW,MF",Kaiserslautern,27,1994,28,17,"1,580",17.6,5,5,10,5,0,0,0,0,5.0,5.0,3.5,8.5,33,35,112,0.28,0.28,0.57,0.28,0.57,0.29,0.20,0.49,0.29,0.49
Fabian Reese,de GER,"FW,DF",Holstein Kiel,24,1997,33,32,"2,749",30.5,11,10,21,9,2,3,1,0,10.1,7.7,9.1,16.8,124,95,258,0.36,0.33,0.69,0.29,0.62,0.33,0.30,0.63,0.25,0.55
Nikolai Rehnen,de GER,GK,Sandhausen,25,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominik Reimann,de GER,GK,Magdeburg,25,1997,30,30,"2,700",30.0,0,1,1,0,0,0,2,0,0.0,0.0,0.4,0.4,0,10,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
Ludovit Reis,nl NED,MF,Hamburger SV,22,2000,33,33,"2,844",31.6,9,5,14,9,0,0,5,0,4.7,4.7,4.4,9.1,134,184,175,0.28,0.16,0.44,0.28,0.44,0.15,0.14,0.29,0.15,0.29
Bashkim Renneke,xk KVX,DF,Sandhausen,29,1992,26,18,"1,725",19.2,2,0,2,2,0,0,5,0,1.4,1.4,0.4,1.8,46,66,58,0.10,0.00,0.10,0.10,0.10,0.07,0.02,0.09,0.07,0.09
Simon Rhein,de GER,MF,Hansa Rostock,24,1998,16,9,907,10.1,0,1,1,0,0,0,0,0,0.7,0.7,2.3,3.0,4,48,9,0.00,0.10,0.10,0.00,0.10,0.07,0.23,0.29,0.07,0.29
Julian Rieckmann,de GER,"MF,FW",Magdeburg,21,2000,6,2,172,1.9,1,0,1,1,0,0,1,0,0.4,0.4,0.1,0.5,1,5,5,0.52,0.00,0.52,0.52,0.52,0.21,0.07,0.29,0.21,0.29
Clemens Riedel,de GER,"DF,MF",Darmstadt 98,19,2003,19,9,840,9.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,4,26,2,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Marlon Ritter,de GER,MF,Kaiserslautern,27,1994,30,28,"2,352",26.1,0,6,6,0,0,0,4,0,1.7,1.7,4.1,5.8,42,93,65,0.00,0.23,0.23,0.00,0.23,0.06,0.16,0.22,0.06,0.22
Marvin-Lee Rittmüller,de GER,"DF,MF",Heidenheim,23,1999,14,1,258,2.9,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.3,9,14,26,0.00,0.35,0.35,0.00,0.35,0.02,0.07,0.09,0.02,0.09
Lars Ritzka,de GER,DF,St. Pauli,24,1998,10,2,230,2.6,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.5,4,7,12,0.00,0.39,0.39,0.00,0.39,0.03,0.18,0.21,0.03,0.21
Marcel Ritzmaier,at AUT,"MF,FW",Sandhausen,29,1993,11,2,321,3.6,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,17,17,0.00,0.00,0.00,0.00,0.00,0.06,0.03,0.10,0.06,0.10
Maximilian Rohr,de GER,"MF,FW",Hamburger SV,27,1995,5,3,220,2.4,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,5,9,6,0.00,0.00,0.00,0.00,0.00,0.08,0.13,0.20,0.08,0.20
Maximilian Rohr,de GER,"DF,MF",Paderborn 07,27,1995,24,19,"1,647",18.3,3,2,5,3,0,0,5,0,1.4,1.4,1.4,2.9,29,73,31,0.16,0.11,0.27,0.16,0.27,0.08,0.08,0.16,0.08,0.16
Frank Ronstadt,de GER,"DF,MF",Darmstadt 98,25,1997,23,10,"1,028",11.4,2,1,3,2,0,0,1,0,1.0,1.0,0.4,1.4,27,43,48,0.18,0.09,0.26,0.18,0.26,0.09,0.03,0.13,0.09,0.13
Damian Roßbach,de GER,DF,Hansa Rostock,29,1993,29,28,"2,363",26.3,1,0,1,1,0,0,7,1,2.1,2.1,0.6,2.6,19,95,18,0.04,0.00,0.04,0.04,0.04,0.08,0.02,0.10,0.08,0.10
Tim Rossmann,de GER,"FW,MF",Karlsruher,18,2003,13,2,252,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,7,7,15,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.16,0.04,0.16
Marc Rzatkowski,de GER,MF,Arminia,32,1990,24,14,"1,307",14.5,0,2,2,0,0,0,5,0,0.8,0.8,2.0,2.8,16,70,51,0.00,0.14,0.14,0.00,0.14,0.05,0.14,0.19,0.05,0.19
Elias Saad,tn TUN,"FW,MF",St. Pauli,22,1999,7,5,411,4.6,2,1,3,2,0,0,2,0,1.5,1.5,0.5,1.9,22,7,29,0.44,0.22,0.66,0.44,0.66,0.33,0.10,0.43,0.33,0.43
Manolis Saliakas,gr GRE,"DF,MF",St. Pauli,25,1996,33,33,"2,719",30.2,4,4,8,4,0,0,7,0,1.8,1.8,3.5,5.3,72,151,137,0.13,0.13,0.26,0.13,0.26,0.06,0.12,0.18,0.06,0.18
Benedikt Saller,de GER,DF,Jahn R'burg,29,1992,22,18,"1,501",16.7,0,3,3,0,0,0,7,1,0.8,0.8,3.4,4.2,25,81,38,0.00,0.18,0.18,0.00,0.18,0.05,0.20,0.25,0.05,0.25
Philipp Sander,de GER,MF,Holstein Kiel,24,1998,32,26,"2,317",25.7,1,5,6,1,0,0,6,0,1.5,1.5,2.6,4.1,47,130,78,0.04,0.19,0.23,0.04,0.23,0.06,0.10,0.16,0.06,0.16
Tom Sanne,de GER,"MF,FW",Hamburger SV,18,2004,2,0,11,0.1,1,0,1,1,0,0,0,0,0.1,0.1,0.3,0.5,1,0,3,8.18,0.00,8.18,8.18,8.18,1.06,2.76,3.82,1.06,3.82
Dominik Schad,de GER,DF,Kaiserslautern,25,1997,6,3,320,3.6,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,6,4,12,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04
Leon Schaffran,de GER,GK,Greuther Fürth,24,1998,5,4,405,4.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ron Schallenberg,de GER,MF,Paderborn 07,23,1998,33,33,"2,963",32.9,3,1,4,3,0,0,8,0,3.5,3.5,2.0,5.6,44,212,34,0.09,0.03,0.12,0.09,0.12,0.11,0.06,0.17,0.11,0.17
Louis Schaub,at AUT,MF,Hannover 96,27,1994,25,17,"1,398",15.5,5,5,10,5,0,0,1,0,3.0,3.0,3.9,6.9,35,70,83,0.32,0.32,0.64,0.32,0.64,0.19,0.25,0.44,0.19,0.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lukas Scherff,de GER,"DF,FW",Hansa Rostock,26,1996,10,6,512,5.7,0,0,0,0,0,0,1,1,0.1,0.1,0.1,0.3,10,26,21,0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.04,0.03,0.04
Stefan Schimmer,de GER,"FW,MF",Heidenheim,28,1994,32,3,762,8.5,3,2,5,3,0,0,1,0,3.3,3.3,0.7,4.0,9,26,59,0.35,0.24,0.59,0.35,0.59,0.39,0.08,0.47,0.39,0.47
Christopher Schindler,de GER,DF,Nürnberg,32,1990,26,25,"2,273",25.3,0,0,0,0,0,0,3,0,0.7,0.7,0.0,0.7,7,46,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Lukas Schleimer,de GER,"FW,MF",Nürnberg,22,1999,15,9,736,8.2,1,1,2,1,0,0,1,0,0.7,0.7,0.6,1.3,17,22,53,0.12,0.12,0.24,0.12,0.24,0.09,0.08,0.16,0.09,0.16
Fabian Schleusener,de GER,FW,Karlsruher,30,1991,33,32,"2,585",28.7,13,5,18,13,0,0,2,0,13.5,13.5,3.3,16.8,34,48,207,0.45,0.17,0.63,0.45,0.63,0.47,0.11,0.59,0.47,0.59
Fabian Schnellhardt,de GER,MF,Darmstadt 98,28,1994,25,22,"1,839",20.4,0,3,3,0,0,0,4,0,1.1,1.0,3.6,4.6,27,100,17,0.00,0.15,0.15,0.00,0.15,0.05,0.18,0.23,0.05,0.22
Sebastian Schonlau,de GER,DF,Hamburger SV,27,1994,30,30,"2,627",29.2,0,1,1,0,0,0,7,1,1.3,1.3,0.7,2.0,42,139,9,0.00,0.03,0.03,0.00,0.03,0.04,0.02,0.07,0.04,0.07
Jan Schöppner,de GER,MF,Heidenheim,23,1999,27,26,"2,189",24.3,1,1,2,1,0,0,3,0,3.0,3.0,0.8,3.8,16,97,41,0.04,0.04,0.08,0.04,0.08,0.12,0.03,0.16,0.12,0.16
Tim Schreiber,de GER,GK,Holstein Kiel,20,2002,10,10,850,9.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Morris Schröter,de GER,"FW,DF",Hansa Rostock,26,1995,20,1,433,4.8,0,0,0,0,0,0,2,0,0.6,0.6,0.7,1.3,17,16,35,0.00,0.00,0.00,0.00,0.00,0.13,0.14,0.27,0.13,0.27
Marcel Schuhen,de GER,GK,Darmstadt 98,29,1993,32,32,"2,835",31.5,0,1,1,0,0,0,3,0,0.0,0.0,0.4,0.4,0,5,0,0.00,0.03,0.03,0.00,0.03,0.00,0.01,0.01,0.00,0.01
Michael Schultz,de GER,DF,Braunschweig,29,1993,9,6,551,6.1,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,0,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.05,0.02,0.05
Marvin Schulz,de GER,"DF,MF",Holstein Kiel,27,1995,26,21,"1,719",19.1,0,2,2,0,0,0,5,0,0.3,0.3,1.3,1.5,31,95,27,0.00,0.10,0.10,0.00,0.10,0.01,0.07,0.08,0.01,0.08
Kevin Schumacher,de GER,"DF,MF",Hansa Rostock,24,1997,30,17,"1,788",19.9,2,1,3,2,0,0,9,0,1.1,1.1,2.1,3.1,35,38,81,0.10,0.05,0.15,0.10,0.15,0.05,0.10,0.16,0.05,0.16
Marco Schuster,de GER,"DF,MF",Paderborn 07,26,1995,19,4,573,6.4,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,24,17,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Léo Scienza,br BRA,"FW,MF",Magdeburg,23,1998,11,2,230,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,9,1,23,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Tim Sechelmann,de GER,"DF,MF",Magdeburg,23,1999,11,3,402,4.5,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,18,2,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05
Janni Serra,de GER,FW,Arminia,24,1998,30,17,"1,508",16.8,7,0,7,7,0,0,0,0,5.6,5.6,1.0,6.6,8,33,88,0.42,0.00,0.42,0.42,0.42,0.33,0.06,0.39,0.33,0.39
Kevin Sessa,de GER,"MF,FW",Heidenheim,22,2000,32,13,"1,603",17.8,3,2,5,3,0,0,4,0,3.4,3.4,2.7,6.1,53,55,112,0.17,0.11,0.28,0.17,0.28,0.19,0.15,0.34,0.19,0.34
Nils Seufert,de GER,"MF,FW",Greuther Fürth,25,1997,4,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aaron Seydel,de GER,"FW,MF",Darmstadt 98,26,1996,13,0,159,1.8,1,0,1,1,0,0,4,0,0.7,0.7,0.2,0.9,3,5,17,0.57,0.00,0.57,0.57,0.57,0.42,0.09,0.51,0.42,0.51
Nicklas Shipnoski,de GER,"FW,MF",Jahn R'burg,24,1998,22,10,990,11.0,1,2,3,1,0,0,2,0,1.7,1.7,1.9,3.6,16,12,45,0.09,0.18,0.27,0.09,0.27,0.15,0.17,0.33,0.15,0.33
Erik Shuranov,de GER,"FW,MF",Nürnberg,20,2002,16,2,368,4.1,1,0,1,0,1,1,2,0,1.3,0.5,0.2,0.6,0,5,27,0.24,0.00,0.24,0.00,0.00,0.31,0.04,0.34,0.11,0.15
Arne Sicker,de GER,DF,Sandhausen,25,1997,14,10,911,10.1,0,0,0,0,0,0,3,0,0.2,0.2,0.1,0.3,20,51,11,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Silvan Sidler,ch SUI,"DF,FW",Arminia,24,1998,9,5,367,4.1,0,0,0,0,0,0,2,1,0.2,0.2,0.7,0.9,1,17,10,0.00,0.00,0.00,0.00,0.00,0.05,0.16,0.21,0.05,0.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armindo Sieb,de GER,"FW,MF",Greuther Fürth,19,2003,30,23,"1,627",18.1,4,1,5,4,0,0,3,0,5.2,5.2,2.0,7.3,37,26,97,0.22,0.06,0.28,0.22,0.28,0.29,0.11,0.40,0.29,0.40
Tim Siersleben,de GER,DF,Heidenheim,22,2000,28,27,"2,273",25.3,1,0,1,1,0,0,4,0,0.7,0.7,0.9,1.7,20,63,7,0.04,0.00,0.04,0.04,0.04,0.03,0.04,0.07,0.03,0.07
Sarpreet Singh,nz NZL,"FW,MF",Jahn R'burg,23,1999,14,13,"1,023",11.4,1,1,2,1,0,0,3,0,1.2,1.2,2.3,3.5,21,40,64,0.09,0.09,0.18,0.09,0.18,0.11,0.21,0.31,0.11,0.31
Steven Skrzybski,de GER,"FW,MF",Holstein Kiel,29,1992,34,31,"2,544",28.3,15,4,19,13,2,2,2,0,7.8,6.2,4.3,10.5,49,102,172,0.53,0.14,0.67,0.46,0.60,0.28,0.15,0.43,0.22,0.37
Dennis Smarsch,de GER,GK,St. Pauli,23,1999,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Eric Smith,se SWE,"DF,MF",St. Pauli,25,1997,26,26,"2,265",25.2,2,1,3,2,0,0,5,0,1.2,1.2,1.1,2.4,6,112,9,0.08,0.04,0.12,0.08,0.12,0.05,0.04,0.09,0.05,0.09
Marcel Sobottka,de GER,MF,Düsseldorf,28,1994,25,24,"2,138",23.8,2,0,2,2,0,0,7,1,1.8,1.8,0.7,2.5,20,67,33,0.08,0.00,0.08,0.08,0.08,0.08,0.03,0.10,0.08,0.10
Cebio Soukou,bj BEN,"FW,MF",Sandhausen,29,1992,13,3,446,5.0,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.7,7,13,20,0.20,0.40,0.61,0.20,0.61,0.13,0.22,0.35,0.13,0.35
Avdo Spahić,ba BIH,GK,Kaiserslautern,25,1997,3,2,228,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01
Dennis Srbeny,de GER,"FW,MF",Paderborn 07,28,1994,33,9,"1,027",11.4,4,3,7,4,0,0,2,0,4.1,4.1,2.0,6.1,33,56,87,0.35,0.26,0.61,0.35,0.61,0.36,0.18,0.53,0.36,0.53
Angelos Stavridis,de GER,FW,Kaiserslautern,19,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jonas Sterner,de GER,"DF,MF",Holstein Kiel,20,2002,5,2,199,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,4,5,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Dejan Stojanović,at AUT,GK,Jahn R'burg,29,1993,14,14,"1,260",14.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Filip Stojilković,ch SUI,"FW,MF",Darmstadt 98,22,2000,15,8,758,8.4,3,0,3,3,0,0,2,0,4.0,4.0,1.2,5.2,13,10,45,0.36,0.00,0.36,0.36,0.36,0.47,0.14,0.61,0.47,0.61
Sebastian Stolze,de GER,"MF,FW",Hannover 96,27,1995,6,1,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,7,5,10,0.00,0.00,0.00,0.00,0.00,0.04,0.15,0.19,0.04,0.19
John-Patrick Strauß,ph PHI,"DF,FW",Hansa Rostock,26,1996,9,0,97,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09
Philipp Strompf,de GER,DF,Braunschweig,24,1998,5,4,335,3.7,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.3,5,14,1,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08
Asger Sørensen,dk DEN,DF,Nürnberg,26,1996,1,1,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Richmond Tachie,de GER,"FW,DF",Paderborn 07,23,1999,17,2,334,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.9,1.2,7,10,28,0.00,0.00,0.00,0.00,0.00,0.06,0.25,0.31,0.06,0.31
Ao Tanaka,jp JPN,MF,Düsseldorf,23,1998,22,20,"1,743",19.4,1,1,2,1,0,0,2,0,3.2,3.2,1.3,4.4,22,107,56,0.05,0.05,0.10,0.05,0.10,0.16,0.06,0.23,0.16,0.23
Anssi Tapio Suhonen,fi FIN,"MF,FW",Hamburger SV,21,2001,16,2,404,4.5,0,0,0,0,0,0,1,0,0.6,0.6,0.9,1.5,16,22,32,0.00,0.00,0.00,0.00,0.00,0.14,0.19,0.33,0.14,0.33
Lino Tempelmann,de GER,MF,Nürnberg,23,1999,31,30,"2,711",30.1,2,2,4,2,0,0,6,0,3.7,3.7,1.8,5.6,89,107,71,0.07,0.07,0.13,0.07,0.13,0.12,0.06,0.18,0.12,0.18
Cedric Teuchert,de GER,"FW,MF",Hannover 96,25,1997,29,19,"1,525",16.9,14,3,17,13,1,1,4,0,7.0,6.2,1.7,7.9,28,32,76,0.83,0.18,1.00,0.77,0.94,0.41,0.10,0.51,0.37,0.47
Maximilian Thalhammer,de GER,MF,Jahn R'burg,25,1997,30,28,"2,329",25.9,1,0,1,1,0,0,5,0,1.2,1.2,1.4,2.6,51,123,25,0.04,0.00,0.04,0.04,0.04,0.05,0.05,0.10,0.05,0.10
Stefan Thesker,de GER,DF,Holstein Kiel,31,1991,10,5,452,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,4,19,1,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
